appid,name,genres_items,categories_items,tags_items,genres_item_count,categories_item_count,tags_item_count,review_count_calc,positive_rate_calc,recommendations,peak_ccu,attention_score_descriptive,is_indie_positioned
1361320,The Room 4: Old Sins,['Adventure'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Puzzle', 'Mystery', 'Point & Click', 'Adventure', 'Lovecraftian', 'Hidden Object', 'Singleplayer', 'Escape Room', 'Story Rich', 'Horror', 'Exploration', 'First-Person', '3D', 'Atmospheric', 'Indie', 'Multiplayer', 'Casual', 'VR']",1,5,18,15881,98.55802531326742,15396,59,3.015265892928008,True
997010,Police Simulator: Patrol Officers,['Simulation'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Simulation', 'Crime', 'Open World', 'Multiplayer', 'Realistic', 'Investigation', 'Online Co-Op', 'Immersive Sim', 'Singleplayer', 'America', 'Co-op', 'Third Person', '3D', 'Exploration', 'Automobile Sim', 'Character Customization', 'Choices Matter', 'Education', 'Early Access', 'Female Protagonist']",1,8,20,18723,78.24066655984619,15382,247,3.429812434118604,False
578310,BRAIN / OUT,"['Action', 'Free To Play', 'Indie', 'Massively Multiplayer']","['Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Includes level editor']","['Free to Play', '2D', 'Shooter', 'Multiplayer', 'Pixel Graphics', 'Action', 'Survival', 'Massively Multiplayer', 'Platformer', 'Indie', 'Co-op', 'Violent', 'Gun Customization', 'Side Scroller', 'War', 'Post-apocalyptic', 'Gore', 'Local Multiplayer', 'Singleplayer', 'Casual']",4,9,20,15392,81.99714137214137,444,30,2.374171105624861,True
233130,Shadow Warrior,"['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'FPS', 'Swordplay', 'Gore', 'Comedy', 'First-Person', 'Hack and Slash', 'Singleplayer', 'Shooter', 'Adventure', 'Old School', 'Ninja', 'Dark Humor', 'Great Soundtrack', 'Demons', 'Reboot', 'Funny', 'Remake', 'Classic', 'Atmospheric']",2,8,20,26046,92.09859479382631,15378,29,2.8917535275862654,False
895870,Project Wingman,"['Action', 'Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Full controller support', 'VR Supported', 'Family Sharing']","['Flight', 'Action', 'Jet', 'War', 'Military', 'Indie', 'Arcade', 'Singleplayer', 'Great Soundtrack', 'VR', 'Simulation', 'Controller', 'Shooter', 'Story Rich', 'Sci-fi', 'First-Person', 'Third Person', 'Epic', 'Realistic', 'Multiplayer']",3,5,20,18704,93.75,15362,126,3.24463839558069,True
1599600,PlateUp!,"['Action', 'Casual', 'Indie', 'Strategy']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Co-op', 'Management', 'Cooking', 'Rogue-lite', 'Building', 'Local Co-Op', 'Rogue-like', 'Cute', 'Procedural Generation', 'Funny', 'Base-Building', 'Casual', '4 Player Local', 'Online Co-Op', 'Controller', 'Strategy', 'Action Roguelike', 'Top-Down', 'Singleplayer', 'Action']",4,13,20,22513,94.95846844045663,15276,2804,4.1243728377487265,True
241540,State of Decay,"['Action', 'RPG', 'Simulation']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards', 'Remote Play on TV', 'Family Sharing']","['Zombies', 'Survival', 'Open World', 'Action', 'Post-apocalyptic', 'RPG', 'Third Person', 'Base-Building', 'Singleplayer', 'Sandbox', 'Multiplayer', 'Simulation', 'Exploration', 'Adventure', 'Horror', 'Third-Person Shooter', 'Survival Horror', 'Co-op', 'Atmospheric', 'Indie']",3,6,20,17536,84.54037408759125,15351,6,2.4350664265023023,True
350080,Wolfenstein: The Old Blood,['Action'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['FPS', 'Action', 'World War II', 'Alternate History', 'Shooter', 'Gore', 'Singleplayer', 'Stealth', 'First-Person', 'Zombies', 'Atmospheric', 'Story Rich', 'War', 'Adventure', 'Sci-fi', 'Blood', 'Horror', 'Mature', 'Funny', 'Multiplayer']",1,6,20,20339,90.01917498402085,15298,138,3.2805801874779505,False
1458140,Pacific Drive,"['Action', 'Adventure', 'Indie', 'Racing', 'Simulation']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Family Sharing']","['Driving', 'Survival', 'Story Rich', 'Exploration', 'Survival Horror', 'Sci-fi', 'Crafting', 'Adventure', 'Atmospheric', 'Action', 'First-Person', 'Post-apocalyptic', 'Base-Building', 'Transportation', '3D', 'Sandbox', 'Simulation', 'Building', 'Action-Adventure', 'Investigation']",5,6,20,18437,83.90736019959863,15263,705,3.7156901586842515,True
980610,Quaver,"['Casual', 'Indie', 'Free To Play']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Workshop', 'Includes level editor']","['Rhythm', 'Free to Play', 'Music', 'Indie', 'Casual', 'Competitive', 'Psychological Horror', 'Multiplayer', 'Difficult', 'Great Soundtrack', 'Level Editor', 'Anime', 'Early Access', 'Singleplayer', '2D', 'Hentai']",3,10,16,15251,92.1185496033047,0,177,2.073839467382709,True
1286680,Tiny Tina's Wonderlands,"['Action', 'Adventure', 'RPG']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']","['Loot', 'Adventure', 'Looter Shooter', 'Multiplayer', 'Shooter', 'RPG', 'FPS', 'Fantasy', 'Online Co-Op', 'Action', 'Comedy', 'Co-op', 'Singleplayer', 'Character Customization', 'Stylized', 'Narration', 'PvE', 'Class-Based', 'Local Co-Op', '3D']",3,8,20,20979,73.80714047380714,15259,830,3.7784679085941675,False
394690,Tower Unite,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Racing', 'Early Access']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Tracked Controller Support', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Family Sharing']","['Multiplayer', 'Casual', 'Mini Golf', 'Character Customization', 'Massively Multiplayer', 'Early Access', 'Open World', 'Sandbox', 'Funny', 'Indie', 'Great Soundtrack', 'Action', 'Adventure', 'Racing', 'FPS', 'Memes', 'Zombies', 'Simulation', 'Third Person', 'Arcade']",7,18,20,20344,89.97738891073536,15261,264,3.458545337628483,True
299360,Block N Load,"['Action', 'Massively Multiplayer', 'Strategy', 'Free To Play']","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']","['Free to Play', 'Action', 'Multiplayer', 'FPS', 'Shooter', 'Building', 'First-Person', 'Strategy', 'Base-Building', 'Team-Based', 'Class-Based', 'PvP', 'Destruction', 'Sandbox', 'Massively Multiplayer', 'Funny', 'MOBA', 'Voxel', 'Comedy', 'Gore']",4,8,20,15230,78.62114248194352,1835,9,2.241898152874485,False
1012880,60 Seconds! Reatomized,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['2D', 'Choose Your Own Adventure', 'Turn-Based Tactics', 'Exploration', 'Dark Humor', 'Outbreak Sim', 'Immersive Sim', 'Difficult', 'Point & Click', 'Wrestling', 'Strategy', 'Life Sim', 'Text-Based', 'Post-apocalyptic', '3D', 'Dark Comedy', 'Horror', 'Management', 'Survival', 'Funny']",5,6,20,16148,94.19742382957642,15089,167,3.2993949536141365,True
300,Day of Defeat: Source,['Action'],"['Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Family Sharing']","['FPS', 'World War II', 'Multiplayer', 'Action', 'Shooter', 'Military', 'War', 'Team-Based', 'First-Person', 'Historical', 'Class-Based', 'Classic', 'Tactical', 'Realistic', 'Online Co-Op', 'Gore', 'Strategy', 'Massively Multiplayer', 'Simulation', 'Violent']",1,8,20,22482,91.64665065385643,15121,285,3.492186731062818,False
251060,Wargame: Red Dragon,"['Indie', 'Simulation', 'Strategy']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Strategy', 'RTS', 'Military', 'Realistic', 'Wargame', 'Cold War', 'Tactical', 'Multiplayer', 'Real Time Tactics', 'War', 'Simulation', 'Naval', 'Alternate History', 'Singleplayer', 'Real-Time', 'Action', 'Co-op', 'Difficult', 'Epic', 'Adventure']",3,9,20,19012,88.90700610140964,15141,639,3.6917774808219606,True
681280,Descenders,"['Action', 'Racing', 'Sports']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on TV', 'Family Sharing']","['Sports', 'Racing', 'Cycling', 'Action', 'Bikes', 'Multiplayer', 'Great Soundtrack', 'Procedural Generation', 'Open World', 'Rogue-lite', 'BMX', 'Fast-Paced', 'Simulation', 'Physics', 'Moddable', 'Relaxing', 'Addictive', 'Difficult', 'Beautiful', 'Competitive']",3,12,20,18573,94.28740645022344,15103,357,3.5277650734578843,False
626690,Sword Art Online: Fatal Bullet,"['Action', 'RPG']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on Tablet', 'Family Sharing']","['Anime', 'RPG', 'Character Customization', 'Action', 'Multiplayer', 'JRPG', 'Third-Person Shooter', 'Open World', 'Shooter', 'Third Person', 'Co-op', 'Singleplayer', 'MMORPG', 'Online Co-Op', 'Fantasy', 'Sexual Content', 'Nudity', 'Great Soundtrack', 'Visual Novel', 'FPS']",2,11,20,19073,79.13280553662246,15139,81,3.1246095287618516,False
1182900,A Plague Tale: Requiem,"['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Action', 'Action-Adventure', 'Exploration', 'Cinematic', 'Interactive Fiction', 'Third Person', 'Atmospheric', 'Female Protagonist', '3D', 'Realistic', 'Dark', 'Alternate History', 'Emotional', 'Drama', 'Medieval', 'Singleplayer', 'Historical', 'Mystery', 'Narration']",2,6,20,19528,91.18701351904957,15087,249,3.4353437529455353,False
812810,missed messages.,"['Casual', 'Indie', 'Simulation', 'Free To Play']",['Single-player'],"['Free to Play', 'Visual Novel', 'LGBTQ+', 'Choices Matter', 'Romance', 'Emotional', 'Psychological Horror', 'Female Protagonist', 'Indie', 'Psychological', 'Singleplayer', 'Story Rich', 'Great Soundtrack', 'Casual', 'Simulation', 'Atmospheric', 'Horror', 'Memes', 'Anime', 'Sexual Content']",4,1,20,15117,96.1434146986836,0,1,0.8327095217898437,True
606150,Moonlighter,"['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Hack and Slash', 'Pixel Graphics', 'Dungeon Crawler', 'Rogue-lite', 'Action Roguelike', 'Rogue-like', 'RPG', 'Management', 'Character Action Game', 'Action RPG', 'Procedural Generation', 'Adventure', 'Controller', 'Exploration', 'Singleplayer', 'Top-Down', 'Action', 'Simulation', 'Fantasy', '2D']",3,9,20,19526,82.35685752330227,15097,328,3.5112676502272784,True
866800,The Walking Dead: The Final Season,['Adventure'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Story Rich', 'Choices Matter', 'Zombies', 'Adventure', 'Choose Your Own Adventure', 'Singleplayer', 'Female Protagonist', 'Post-apocalyptic', 'Survival', 'Atmospheric', 'Horror', 'Violent', 'Drama', 'Action', 'Gore', 'Episodic', 'Comic Book', 'Point & Click', 'Mature', 'LGBTQ+']",1,4,20,18971,94.88693268673238,15087,88,3.146058525691366,False
1520370,Mon Bazou,"['Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Early Access']","['Single-player', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Early Access', 'Driving', 'Automobile Sim', 'Sandbox', 'Racing', 'Life Sim', 'Choose Your Own Adventure', 'Exploration', 'Building', 'Open World', 'Crafting', 'First-Person', 'Physics', '3D', 'ATV', 'Motorbike', 'Relaxing', 'Third Person', 'Snow', 'Casual']",6,4,20,15488,97.40444214876032,14953,1119,3.8165388742759223,True
356670,Spooky's Jump Scare Mansion,"['Action', 'Adventure', 'Free To Play', 'Indie']",['Single-player'],"['Horror', 'Free to Play', 'Cute', 'First-Person', 'Singleplayer', 'Indie', 'Atmospheric', 'Psychological Horror', 'Cartoon', 'Dark Humor', 'Funny', 'Dark', 'Adventure', 'Survival Horror', 'Procedural Generation', 'Survival', 'Action', '3D', 'Walking Simulator', 'Comedy']",4,1,20,14936,92.85618639528656,150,14,2.030928145332453,True
1082430,Before Your Eyes,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Emotional', 'Narrative', 'Story Rich', 'Indie', 'First-Person', 'Interactive Fiction', 'Walking Simulator', 'Singleplayer', 'Adventure', 'Cartoony', 'Colorful', 'Hand-drawn', 'Surreal', 'Psychological', 'Mystery', 'Cute', 'Philosophical', 'Drama', 'Stylized', 'Family Friendly']",2,4,20,16413,97.8797294827271,14710,16,2.6655906351339484,True
1999360,Placid Plastic Duck Simulator,"['Casual', 'Simulation']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Cute', 'Relaxing', 'Collectathon', 'Physics', '3D', 'Casual', 'Immersive Sim', 'Funny', 'Simulation', 'Life Sim', 'Colorful', 'Third Person', 'Surreal', 'Realistic', 'Family Friendly', 'Atmospheric', 'Memes', ""1990's"", 'Singleplayer', 'Idler']",2,8,20,16927,97.94411295563302,14904,171,3.310799136189171,False
210970,The Witness,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Puzzle', 'Exploration', 'First-Person', 'Open World', 'Singleplayer', 'Colorful', 'Indie', 'Atmospheric', 'Difficult', 'Walking Simulator', 'Adventure', 'Mystery', 'Nonlinear', 'Philosophical', 'Relaxing', 'Surreal', 'Casual', 'Great Soundtrack', 'Story Rich', 'Beautiful']",2,8,20,18543,84.88378363803052,14877,56,3.0180341949057437,True
1761390,Hatsune Miku: Project DIVA Mega Mix+,['Action'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats', 'Family Sharing']","['Rhythm', 'Anime', 'Arcade', 'Cute', '3D', 'Action', 'Music', 'Female Protagonist', 'Character Customization', 'Family Friendly', 'Futuristic', 'Foreign', 'Singleplayer', 'Modern', 'Score Attack', 'Great Soundtrack', 'Fast-Paced', 'Replay Value', 'Hardware', 'Souls-like']",1,8,20,17945,93.89244915018111,14832,292,3.465362017501009,False
259080,Just Cause 2: Multiplayer Mod,"['Action', 'Adventure']","['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']","['Open World', 'Multiplayer', 'Action', 'Third-Person Shooter', 'Adventure', 'Mod', 'Sandbox', 'Massively Multiplayer', 'Shooter', 'Free to Play', 'Third Person', 'Co-op', 'Funny', 'Exploration', 'Racing', 'Epic', 'Moddable', 'Singleplayer', 'FPS', 'Zombies']",2,4,20,14841,91.59086314938347,0,15,1.404585853574505,False
2225070,Trackmania,['Racing'],"['Single-player', 'Multi-player', 'PvP', 'LAN PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Partial Controller Support']",[],1,8,0,0,,0,0,-0.6836679568873337,False
212070,Star Conflict,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Free To Play']","['Multi-player', 'MMO', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'VR Support', 'Partial Controller Support']","['Online Co-Op', 'Free to Play', 'Space Sim', 'Open World', 'Massively Multiplayer', 'Action', 'PvE', 'Trading', 'Sandbox', 'Shooter', 'Flight', 'Crafting', '3D', 'Choose Your Own Adventure', 'RPG', 'Third Person', 'Sci-fi', 'Atmospheric', 'Science', 'Aliens']",6,7,20,14784,73.4375,203,137,2.681112280085457,False
1543030,Sword and Fairy 7,"['Action', 'Adventure', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['RPG', 'Singleplayer', 'Martial Arts', 'Mythology', 'Action RPG', 'Story Rich', 'Female Protagonist', 'Open World', '3D', 'Action', 'Sexual Content', 'Adventure', 'Fantasy', 'Third Person', 'Great Soundtrack', 'CRPG', 'Anime', 'Romance', 'Nudity', 'Atmospheric']",3,6,20,18139,72.37444181046364,14727,132,3.2477551674525316,False
368340,CrossCode,"['Action', 'Adventure', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action RPG', 'Pixel Graphics', 'RPG', 'Female Protagonist', 'Puzzle', 'Singleplayer', 'Indie', 'Great Soundtrack', '2D', 'Story Rich', 'Adventure', 'Action', 'Retro', 'Anime', 'Sci-fi', 'JRPG', 'Action-Adventure', 'Difficult', 'Cyberpunk', 'Open World']",4,7,20,16643,93.13825632398004,14684,128,3.2270956067702348,True
368260,Marvel's Midnight Suns,"['RPG', 'Strategy']","['Single-player', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Family Sharing']","['Superhero', 'Turn-Based Tactics', 'Deckbuilding', 'Turn-Based Strategy', 'Tactical RPG', 'Card Game', 'Turn-Based Combat', 'Character Customization', 'Strategy RPG', 'Tactical', 'RPG', 'Strategy', 'Card Battler', 'Adventure', 'Singleplayer', '3D', 'Third Person', 'Supernatural', 'Magic', 'Fantasy']",2,5,20,21289,81.5914321950303,14667,463,3.614440013816852,False
1275670,Outcore: Desktop Adventure,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Free To Play']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']","['Adventure', 'Free to Play', 'Psychological Horror', 'Story Rich', 'Comedy', 'Logic', 'Exploration', 'Choices Matter', 'Puzzle', 'Cute', 'Colorful', 'Funny', 'Singleplayer', 'Pixel Graphics', 'Emotional', 'Indie', 'Platformer', '2D', 'Action', 'RPG']",6,4,20,14652,97.37237237237237,0,58,1.763292978152492,True
729040,Borderlands Game of the Year Enhanced,"['Action', 'RPG']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['FPS', 'Co-op', 'Shooter', 'First-Person', 'Loot', 'Online Co-Op', 'Action', 'RPG', 'Comedy', 'Dark Humor', 'Looter Shooter', 'Action RPG', 'Singleplayer', 'Gore', 'Multiplayer', 'Sci-fi', 'Funny', 'Atmospheric', 'Violent', 'Character Action Game']",2,8,20,22961,85.82378816253647,14636,594,3.693270260189666,False
1592190,BONELAB,"['Action', 'Adventure', 'Simulation']","['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Steam Cloud', 'Family Sharing']","['VR', 'Physics', 'Sandbox', 'Action', 'Shooter', 'FPS', 'First-Person', 'Violent', 'Action-Adventure', 'Underground', 'Combat', 'Puzzle', 'Experimental', 'Psychological', 'Indie', 'Dark', 'Story Rich', 'Singleplayer', 'Female Protagonist', 'Atmospheric']",3,6,20,15736,78.59684799186579,14582,160,3.2796987445172374,True
814540,Changed,"['Adventure', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Cute', 'Difficult', 'Sexual Content', 'Psychological Horror', 'Puzzle', 'Singleplayer', 'Pixel Graphics', 'Adventure', 'Indie', 'Story Rich', '2D', 'Great Soundtrack', 'Horror', 'RPGMaker', 'NSFW', 'Choices Matter', 'RPG', 'Survival Horror', 'LGBTQ+', 'Action']",3,4,20,16983,87.08119884590472,14657,62,3.031672734174823,True
453480,Shadowverse CCG,"['Strategy', 'Free To Play']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'In-App Purchases']","['Free to Play', 'Card Battler', 'Trading Card Game', 'Deckbuilding', 'Anime', 'Card Game', 'Strategy', 'Sexual Content', 'Multiplayer', 'Nudity', 'Fantasy', 'Turn-Based', 'PvP', 'Singleplayer', 'Competitive', 'Cute', 'Casual', 'RPG', 'JRPG', 'Adventure']",2,6,20,14622,73.68349063055669,343,918,3.2703397829743976,False
1296610,Peglin,"['Casual', 'Indie', 'RPG', 'Strategy']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Family Sharing']","['Deckbuilding', 'Rogue-lite', 'Rogue-like', 'Pinball', 'Turn-Based', 'Strategy', 'Perma Death', 'Pixel Graphics', 'Cute', '2D', 'Replay Value', 'RPG', 'Turn-Based Combat', 'Physics', 'Singleplayer', 'Fantasy', 'Retro', 'Early Access', 'Indie', 'Casual']",4,7,20,15527,83.68004121852258,14588,742,3.7003535640231355,True
383080,Sakura Clicker,"['Casual', 'Free To Play', 'Indie']","['Single-player', 'Steam Trading Cards', 'Steam Cloud']","['Nudity', 'Free to Play', 'Anime', 'Sexual Content', 'Mature', 'Clicker', 'Female Protagonist', 'Singleplayer', 'Casual', 'Hentai', 'NSFW', 'Indie', 'Fantasy', '2D', 'Memes', 'Funny', 'Dating Sim', 'Adventure', 'RPG', 'Idler']",3,3,20,14577,83.40536461549016,234,76,2.536140803811691,True
1371580,Myth of Empires,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Workshop', 'In-App Purchases', 'HDR available']","['Building', 'Open World Survival Craft', 'Sandbox', 'MMORPG', 'Open World', 'Survival', 'War', 'Base-Building', 'Multiplayer', 'Character Customization', 'RPG', 'Hack and Slash', 'Strategy', 'Co-op', 'Online Co-Op', 'Medieval', 'Third Person', '3D', 'Shooter', 'Action-Adventure']",5,13,20,16504,68.42583616093069,14601,1690,3.936037629617657,True
2138710,Sifu,"['Action', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Martial Arts', 'Difficult', ""Beat 'em up"", 'Third Person', 'Singleplayer', 'Souls-like', 'Crime', 'Blood', 'Indie', 'Swordplay', 'Dark', 'Arcade', 'Fighting', 'Action Roguelike', 'Hack and Slash', 'Rogue-like', 'Dark Fantasy', 'Action-Adventure', 'War']",2,5,20,19518,92.45824367250744,14414,401,3.5606315520141507,True
1029780,Going Medieval,"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","['RPG', 'Early Access', 'City Builder', 'Colony Sim', 'Singleplayer', 'Strategy', 'Moddable', 'Simulation', 'Sandbox', 'Economy', 'Management', 'Replay Value', 'Procedural Generation', 'Survival', '3D', 'Crafting', 'RTS', 'Base-Building', 'Indie', 'Building']",5,5,20,18157,89.93776504929228,14474,998,3.8026703502113697,True
1974050,Torchlight: Infinite,"['Action', 'Adventure', 'RPG', 'Free To Play']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support']",[],4,8,0,0,,0,0,-0.6836679568873337,False
1623660,MIR4,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Free To Play']","['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases']",[],5,8,0,0,,0,0,-0.6836679568873337,False
385800,NEKOPARA Vol. 0,"['Casual', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Anime', 'Nudity', 'Sexual Content', 'Visual Novel', 'Cute', 'Mature', 'Hentai', 'Singleplayer', 'First-Person', 'Dating Sim', 'Casual', '2D', 'Story Rich', 'Indie', 'Cats', 'Romance', 'Great Soundtrack', 'Funny', 'Linear', 'Female Protagonist']",2,5,20,17482,93.87941883079739,14421,18,2.7024574137538813,True
1533420,Neon White,"['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['FPS', '3D Platformer', 'Parkour', 'Platformer', 'Action', 'Fast-Paced', 'Shooter', 'Anime', 'Indie', 'Adventure', 'Singleplayer', 'Precision Platformer', 'Stylized', 'First-Person', '3D', 'Story Rich', 'Dating Sim', 'Combat', 'Comedy', 'Card Game']",3,6,20,16961,98.23123636578032,14270,158,3.283792890066035,True
1496790,Gotham Knights,"['Action', 'Adventure', 'RPG']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'HDR available', 'Family Sharing']","['Action', 'Open World', 'Superhero', 'Online Co-Op', 'Singleplayer', 'Action RPG', 'Stealth', 'Multiplayer', 'Adventure', 'Third Person', 'RPG', 'Story Rich', 'Co-op', 'Action-Adventure', 'Comic Book', 'Dark', 'Crime', 'Combat', 'Character Customization', 'Atmospheric']",3,9,20,22261,67.42284713175509,14386,221,3.414464247229026,False
2420110,Horizon Forbidden West™ Complete Edition,"['Action', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'HDR available', 'Family Sharing']","['Open World', 'Singleplayer', 'Female Protagonist', 'Action', 'RPG', 'Exploration', 'Post-apocalyptic', 'Story Rich', 'Third Person', 'Sci-fi', 'Robots', 'Action RPG', 'Adventure', 'Atmospheric', 'LGBTQ+', 'Great Soundtrack', 'Action-Adventure', 'Controller', 'Stealth', 'Nudity']",2,6,20,21414,89.59092182684225,14344,1641,3.961491912753585,False
973760,Thronebreaker: The Witcher Tales,"['Adventure', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['RPG', 'Adventure', 'Card Game', 'Story Rich', 'Singleplayer', 'Choices Matter', 'Female Protagonist', 'Fantasy', 'Strategy', 'Great Soundtrack', 'Isometric', 'Dark Fantasy', 'Puzzle', 'Medieval', 'Open World', 'Mature', 'Atmospheric', 'Turn-Based', 'Multiplayer', 'Visual Novel']",2,7,20,16355,88.89636196881688,14748,136,3.2418707203224257,False
