tag,indie_count,non_indie_count,indie_share,non_indie_share,lift
Vampire,275.0,109.0,0.004208754208754209,0.0044896614218634156,0.9374324282581163
Immersive,234.0,93.0,0.003581267217630854,0.0038306285525990607,0.9349032850499126
City Builder,967.0,386.0,0.014799510254055709,0.015899167971002555,0.9308355179999079
Management,2495.0,1003.0,0.03818487909397,0.041313122992009225,0.9242796556763746
Transhumanism,104.0,42.0,0.0015916743189470462,0.0017299612818189307,0.9200635503665807
Alternate History,670.0,272.0,0.010254055708601164,0.011203558777494028,0.9152498694610994
Trading,341.0,139.0,0.005218855218855219,0.0057253480517340805,0.9115350144127122
Hunting,278.0,114.0,0.004254667891031527,0.004695609193508526,0.9060949741970477
Detective,1286.0,528.0,0.019681665136210592,0.0217480846857237,0.9049838374562893
Flight,935.0,384.0,0.01430976430976431,0.01581678886234451,0.9047199424803591
CRPG,661.0,272.0,0.010116314661769207,0.011203558777494028,0.9029554682295323
Jet,106.0,44.0,0.0016222834404652586,0.001812340390476975,0.8951317583548989
Martial Arts,346.0,144.0,0.00529537802265075,0.005931295823379191,0.8927860252355202
Battle Royale,335.0,140.0,0.005127027854300582,0.005766537606063102,0.8890998731907824
Match 3,652.0,273.0,0.009978573614937251,0.01124474833182305,0.8873985722470571
Minigames,228.0,96.0,0.003489439853076217,0.0039541972155861275,0.882464799510254
Ninja,320.0,135.0,0.004897459442913988,0.005560589834417992,0.8807445952227096
Transportation,243.0,103.0,0.00371900826446281,0.004242524095889283,0.8766027441226029
Character Customization,2522.0,1069.0,0.03859810223446587,0.04403163357772469,0.8765993695494504
Racing,2022.0,860.0,0.030945821854912764,0.035423016722959055,0.8736077476669444
Otome,277.0,118.0,0.004239363330272421,0.004860367410824615,0.8722310417996088
Third Person,4190.0,1787.0,0.06412610958065504,0.0736057335859626,0.871210793732033
Dragons,417.0,179.0,0.0063820018365472915,0.007372930224894967,0.8655991094284644
Combat Racing,385.0,167.0,0.005892255892255892,0.0068786555729467005,0.8565999314502308
1990's,1827.0,793.0,0.02796143250688705,0.032663316582914576,0.856050010595465
Co-op,3195.0,1389.0,0.048898071625344354,0.05721229096301178,0.8546777414831607
Episodic,108.0,47.0,0.001652892561983471,0.0019359090534640416,0.8538069280815895
Tabletop,1096.0,479.0,0.01677379859198041,0.019729796523601614,0.8501759545221302
Team-Based,703.0,309.0,0.010759106213651668,0.012727572287667847,0.8453384487217968
Real-Time,261.0,115.0,0.003994490358126722,0.004736798747837548,0.8432890166487005
Open World,3611.0,1608.0,0.055264768901132535,0.06623280336106763,0.8344017782224477
Assassin,220.0,98.0,0.003367003367003367,0.0040365763242441715,0.8341235484092627
Strategy RPG,999.0,446.0,0.015289256198347107,0.018370541230743883,0.8322703183485899
Pirates,309.0,138.0,0.00472910927456382,0.005684158497405058,0.8319805432453654
Online Co-Op,1876.0,841.0,0.028711355984083257,0.03464041519070764,0.828839834223036
Board Game,1172.0,526.0,0.017936945209672484,0.021665705577065656,0.8278957334608907
Boomer Shooter,207.0,93.0,0.0031680440771349864,0.0038306285525990607,0.8270298290826151
Foreign,138.0,62.0,0.0021120293847566576,0.002553752368399374,0.8270298290826151
Anime,4921.0,2250.0,0.07531374349556168,0.09267649724029986,0.812652028704554
Moddable,542.0,249.0,0.008295071931435569,0.010256199027926518,0.8087861700859146
Action RTS,263.0,121.0,0.004025099479644934,0.004983936073811681,0.8076145881555348
Hidden Object,2571.0,1206.0,0.03934802571166208,0.04967460252080073,0.7921155623778872
6DOF,395.0,186.0,0.006045301499846954,0.007661257105198121,0.7890743538348621
Turn-Based Combat,1936.0,914.0,0.02962962962962963,0.037647252656726256,0.787032984844801
Third-Person Shooter,1114.0,527.0,0.017049280685644323,0.021706895131394677,0.7854315682847683
Real Time Tactics,963.0,456.0,0.014738292011019285,0.018782436774034104,0.7846847663235224
Class-Based,384.0,182.0,0.005876951331496786,0.007496498887882033,0.7839594748685658
Asynchronous Multiplayer,201.0,96.0,0.003076216712580349,0.0039541972155861275,0.7779623890419345
Tactical RPG,815.0,391.0,0.012473217018671564,0.016105115742647665,0.7744878843460569
Politics,225.0,108.0,0.003443526170798898,0.004448471867534393,0.7740919293949597
Tactical,2312.0,1110.0,0.035384144475053565,0.045720405305214595,0.7739245581669825
Nudity,1797.0,867.0,0.027502295684113866,0.03571134360326221,0.7701277215904457
PvP,2855.0,1379.0,0.04369452096724824,0.05680039541972156,0.7692643800165719
Vehicular Combat,421.0,204.0,0.006443220079583716,0.00840266908312052,0.7668063582947718
Dating Sim,1154.0,560.0,0.01766146311600857,0.023066150424252408,0.7656875027329573
Mechs,361.0,176.0,0.005524946434037343,0.0072493615619079,0.7621286904861285
Turn-Based Tactics,1799.0,880.0,0.02753290480563208,0.036246807809539504,0.7595952987171994
Political Sim,231.0,113.0,0.0035353535353535356,0.004654419639179504,0.7595691427549834
Mature,894.0,438.0,0.013682277318640955,0.018041024796111707,0.7583980108264043
NSFW,486.0,242.0,0.00743801652892562,0.009967872147623362,0.7461990301208934
Sniper,124.0,62.0,0.0018977655341291704,0.002553752368399374,0.7431282522191613
Heist,139.0,70.0,0.0021273339455157637,0.002883268803031551,0.7378201932747388
Driving,971.0,493.0,0.014860728497092133,0.020306450284207925,0.731823055684387
Education,1503.0,765.0,0.02300275482093664,0.031510009061701955,0.7300142242388231
Turn-Based Strategy,1955.0,997.0,0.029920416284052648,0.041065985666035094,0.7285936474866902
Hentai,680.0,350.0,0.010407101316192225,0.014416344015157756,0.721896016441471
Sequel,127.0,66.0,0.001943679216406489,0.0027185105857154626,0.7149794547866173
Multiplayer,5782.0,3010.0,0.08849097030915212,0.12398055853035671,0.7137487631779386
Sexual Content,1929.0,1009.0,0.029522497704315885,0.04156026031798336,0.7103540131470576
Romance,1423.0,747.0,0.02177838996020814,0.030768597083779554,0.707812250942347
Party-Based RPG,741.0,391.0,0.011340679522497704,0.016105115742647665,0.7041662850312002
Sports,2279.0,1214.0,0.034879093970003064,0.0500041189554329,0.6975244179602426
Solitaire,424.0,226.0,0.0064891337618610346,0.009308839278359009,0.6970937587188593
Hex Grid,319.0,171.0,0.004882154882154882,0.007043413790262789,0.6931517908126095
Superhero,190.0,102.0,0.0029078665442301807,0.00420133454156026,0.6921292545178463
JRPG,1525.0,820.0,0.023339455157636975,0.03377543454979817,0.6910186491672079
Trains,178.0,96.0,0.002724211815120906,0.0039541972155861275,0.688941817161514
Sailing,146.0,79.0,0.002234465870829507,0.0032539747919927507,0.6866881317974528
Boxing,120.0,65.0,0.0018365472910927456,0.00267732103138644,0.6859645405099951
Gambling,149.0,81.0,0.002280379553106826,0.003336353900650795,0.6834945035842903
MOBA,158.0,88.0,0.0024181205999387815,0.00362468078095395,0.6671264991512925
Real-Time with Pause,183.0,102.0,0.0028007346189164372,0.00420133454156026,0.6666297556671889
